# LIST OF INFLUENCERS (IN DECREASING ORDER OF INFLUENCE)

# NUMBER OF NODES = 178
# CI LEVEL L = 3

# $1 = SCORE  $2 = NODE_ID $3 = DEGREE $4 = COMPONENT

1	 15	 13	 1
2	 111	 8	 1
3	 34	 15	 1
4	 23	 13	 1
5	 48	 11	 1
6	 39	 4	 1
7	 33	 16	 1
8	 6	 24	 1
9	 57	 13	 1
10	 45	 16	 1
11	 26	 17	 1
12	 27	 9	 1
13	 68	 15	 1
14	 81	 20	 1
15	 25	 14	 1
16	 67	 7	 2
17	 83	 7	 2
18	 13	 4	 1
19	 21	 14	 1
20	 49	 12	 1
21	 109	 6	 1
22	 80	 6	 1
23	 35	 8	 1
24	 78	 5	 1
25	 76	 9	 1
26	 114	 4	 1
27	 106	 12	 1
28	 2	 10	 1
29	 125	 4	 1
30	 37	 6	 1
31	 86	 6	 1
32	 19	 5	 1
33	 47	 11	 1
34	 29	 13	 1
35	 43	 15	 1
36	 73	 12	 1
37	 44	 18	 1
38	 56	 14	 1
39	 102	 4	 1
40	 28	 12	 1
41	 53	 11	 1
42	 14	 10	 1
43	 124	 7	 1
44	 4	 11	 1
45	 3	 9	 1
46	 54	 6	 1
47	 75	 8	 1
48	 71	 9	 1
49	 11	 8	 1
50	 61	 5	 1
51	 172	 2	 1
52	 149	 2	 1
53	 123	 8	 1
54	 72	 6	 1
55	 143	 6	 1
56	 145	 5	 1
57	 91	 7	 1
58	 5	 6	 1
59	 30	 7	 1
60	 36	 6	 1
61	 113	 2	 1
62	 42	 6	 1
63	 115	 4	 1
64	 88	 5	 1
65	 92	 2	 1
66	 77	 10	 1
67	 105	 4	 1
68	 70	 5	 1
69	 46	 4	 1
70	 119	 2	 1
71	 69	 4	 1
72	 31	 2	 1
73	 62	 5	 1
74	 150	 1	 1
75	 16	 1	 1
76	 116	 5	 1
77	 157	 1	 1
78	 171	 1	 1
79	 164	 1	 1
80	 168	 1	 1
81	 101	 4	 1
82	 24	 2	 1
83	 178	 1	 1
84	 90	 2	 1
85	 160	 2	 1
86	 142	 2	 1
87	 128	 3	 1
88	 121	 3	 1
89	 153	 1	 1
90	 97	 3	 1
91	 94	 4	 1
92	 79	 5	 1
93	 7	 5	 1
94	 8	 6	 1
95	 103	 2	 1
96	 99	 2	 1
97	 159	 2	 1
98	 65	 2	 1
99	 122	 4	 1
100	 120	 7	 1
101	 162	 2	 1
102	 118	 1	 1
103	 112	 2	 1
104	 55	 5	 1
105	 110	 1	 1
106	 161	 1	 1
107	 108	 2	 1
108	 107	 4	 1
109	 170	 1	 1
110	 52	 4	 1
111	 104	 2	 1
112	 98	 4	 1
113	 50	 3	 1
114	 12	 1	 1
115	 175	 1	 1
116	 173	 2	 1
117	 165	 1	 1
118	 89	 2	 1
119	 151	 2	 1
120	 87	 6	 1
121	 177	 1	 1
122	 147	 2	 1
123	 152	 1	 1
124	 167	 3	 1
125	 155	 1	 1
126	 146	 2	 1
127	 10	 6	 1
128	 148	 2	 1
129	 74	 6	 1
130	 156	 2	 1
131	 140	 1	 1
132	 158	 1	 1
133	 137	 1	 1
134	 17	 1	 1
135	 135	 2	 1
136	 169	 1	 1
137	 131	 3	 1
138	 127	 2	 1
139	 136	 1	 1
140	 117	 3	 1
141	 174	 2	 1
142	 100	 5	 1
143	 154	 1	 1
144	 126	 6	 1
145	 22	 6	 1
146	 139	 1	 1
147	 84	 9	 1
148	 144	 2	 1
149	 41	 5	 1
150	 40	 3	 1
151	 138	 2	 1
152	 66	 2	 1
153	 166	 1	 1
154	 32	 6	 1
155	 133	 1	 1
156	 58	 10	 1
157	 59	 6	 1
158	 1	 4	 1
159	 20	 5	 1
160	 82	 5	 1
161	 93	 7	 1
162	 9	 4	 1
163	 38	 8	 1
164	 141	 7	 1
165	 132	 4	 1
166	 129	 1	 1
167	 85	 2	 1
168	 130	 1	 1
